close,high,low,open,time,volume
2330.35,2331.3,2330.35,2331.3,1777843440,6
2331.1,2331.8,2331.1,2331.8,1777843380,226
2331.8,2331.8,2331.8,2331.8,1777843320,301
2330.75,2330.75,2330.75,2330.75,1777843260,0
2330.75,2330.75,2330.7,2330.7,1777843200,85
2330.75,2330.75,2329.9,2329.9,1777843140,11
2330.85,2330.85,2330.85,2330.85,1777843080,100
2330.05,2331.2,2330.0,2331.2,1777843020,1418
2331.95,2331.95,2331.95,2331.95,1777842960,460
2332.2,2332.2,2332.05,2332.05,1777842900,671
2332.35,2332.35,2331.75,2331.75,1777842840,150
2331.05,2331.05,2330.95,2330.95,1777842780,109
2330.55,2330.55,2330.55,2330.55,1777842720,50
2332.15,2332.15,2332.0,2332.0,1777842660,942
2332.0,2332.0,2329.7,2329.7,1777842600,2451
2329.0,2329.0,2328.95,2328.95,1777842540,600
2329.0,2329.0,2329.0,2329.0,1777842480,0
2329.0,2329.0,2329.0,2329.0,1777842420,2
2327.8,2327.8,2327.8,2327.8,1777842360,10
2326.25,2326.25,2326.25,2326.25,1777842300,0
2326.25,2326.25,2326.0,2326.0,1777842240,1820
2326.45,2326.45,2324.55,2324.85,1777842180,678
2324.25,2326.6,2324.25,2326.6,1777842120,9933
2326.15,2326.8,2326.1,2326.8,1777842060,483
2327.2,2328.95,2327.15,2328.95,1777842000,135
2328.4,2328.4,2328.3,2328.3,1777841940,36
2328.2,2328.2,2328.2,2328.2,1777841880,0
2328.2,2328.2,2328.2,2328.2,1777841820,0
2328.2,2328.55,2328.2,2328.55,1777841760,94
2328.05,2328.05,2328.05,2328.05,1777841700,10
2328.05,2328.05,2328.05,2328.05,1777841640,389
2329.55,2329.55,2328.95,2328.95,1777841580,122
2328.5,2328.5,2328.5,2328.5,1777841520,2
2328.0,2328.0,2328.0,2328.0,1777841460,800
2329.2,2329.2,2328.05,2328.75,1777841400,1468
2327.0,2329.1,2327.0,2328.3,1777841340,360
2328.0,2333.15,2328.0,2333.15,1777841280,2269
2334.15,2334.15,2334.1,2334.1,1777841220,46
2334.4,2335.6,2334.4,2335.6,1777841160,522
2336.1,2336.1,2335.25,2335.25,1777841100,230
2335.25,2335.25,2335.25,2335.25,1777841040,27
2335.6,2335.6,2335.5,2335.5,1777840980,1100
